portfolio_id,archetype,tier,leg,as_of,cta_action,cta_ticker,cta_reason,cta_dollars,cta_executed,random_ticker,random_executed,twin_vol,managed_vol,random_vol,leg_managed_vol_avoided,leg_random_vol_avoided,cumulative_managed_vol_avoided,cumulative_random_vol_avoided,twin_maxDD,managed_maxDD,random_maxDD,managed_cash,random_cash
0,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,12.1898,12.1898,12.1898,0.0,0.0,0.0,0.0,3.0579,3.0579,3.0579,0.0,0.0
0,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,8.9264,8.9264,8.9264,0.0,0.0,0.0,0.0,3.8385,3.8385,3.8385,0.0,0.0
0,diversified_sleepy,low,3,174,sell,UNH,steep_decline,1290.0,True,UNH,True,11.8732,11.5687,11.5687,0.3045,0.3045,0.3045,0.3045,3.7407,3.6097,3.6097,1290.0,1290.0
0,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,1510.0,True,UNH,True,7.6448,7.3641,7.2319,0.2807,0.4129,0.5852,0.7174,0.9327,0.8796,0.8404,2800.0,2800.0
0,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,10.7609,10.116,10.364,0.6449,0.3969,1.23,1.1142,4.5368,4.3908,4.7348,2800.0,2800.0
1,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,11.6444,11.6444,11.6444,0.0,0.0,0.0,0.0,2.8667,2.8667,2.8667,0.0,0.0
1,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,9.0741,9.0741,9.0741,0.0,0.0,0.0,0.0,4.358,4.358,4.358,0.0,0.0
1,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,5010.0,True,MSFT,True,13.0912,11.955,12.0753,1.1362,1.0159,1.1362,1.0159,4.2466,3.7335,3.698,5010.0,5010.0
1,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,7250.0,True,AAPL,True,7.5368,7.353,7.4705,0.1838,0.0663,1.32,1.0822,0.7019,0.813,0.8276,12260.0,7883.08
1,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,1800.0,True,JPM,True,10.3317,7.6863,8.9216,2.6454,1.4101,3.9654,2.4923,2.6485,1.952,2.1489,14060.0,9683.08
2,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,11.1508,11.1508,11.1508,0.0,0.0,0.0,0.0,1.335,1.335,1.335,0.0,0.0
2,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,10.3543,10.3543,10.3543,0.0,0.0,0.0,0.0,3.8684,3.8684,3.8684,0.0,0.0
2,diversified_sleepy,high,3,174,sell,UNH,steep_decline,1180.0,True,MSFT,True,10.35,10.1571,10.1955,0.193,0.1546,0.193,0.1546,2.6505,2.6039,2.6015,1180.0,1180.0
2,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,530.0,True,AAPL,True,7.7977,7.7058,7.8603,0.0919,-0.0626,0.2849,0.092,0.785,0.8045,0.8364,1710.0,1710.0
2,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,8.1009,7.8785,7.9489,0.2224,0.152,0.5073,0.244,3.3594,3.3385,3.1705,1710.0,1710.0
3,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,11.0166,11.0166,11.0166,0.0,0.0,0.0,0.0,1.5427,1.5427,1.5427,0.0,0.0
3,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,9.1158,9.1158,9.1158,0.0,0.0,0.0,0.0,4.4183,4.4183,4.4183,0.0,0.0
3,diversified_sleepy,low,3,174,sell,MSFT,steep_decline,570.0,True,JPM,True,11.7797,11.6755,11.694,0.1043,0.0857,0.1043,0.0857,3.5364,3.4757,3.5286,570.0,570.0
3,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,550.0,True,VXUS,True,9.2822,9.3587,9.1834,-0.0765,0.0988,0.0278,0.1845,0.7644,0.7625,0.7516,1120.0,1120.0
3,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,9.6524,9.4973,9.5732,0.155,0.0791,0.1828,0.2637,2.8789,2.7763,2.8799,1120.0,1120.0
4,diversified_sleepy,regular,1,124,buy_new,UNH,sector_underweight,9990.0,False,,False,10.0123,10.0123,10.0123,0.0,0.0,0.0,0.0,1.7471,1.7471,1.7471,0.0,0.0
4,diversified_sleepy,regular,2,149,buy_new,UNH,sector_underweight,10250.0,False,,False,7.4573,7.4573,7.4573,0.0,0.0,0.0,0.0,4.8764,4.8764,4.8764,0.0,0.0
4,diversified_sleepy,regular,3,174,sell,MSFT,steep_decline,9040.0,True,AAPL,True,12.8991,11.2114,11.6101,1.6877,1.2889,1.6877,1.2889,4.6515,3.6834,4.5069,9040.0,9040.0
4,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,4780.0,True,VYM,True,8.8087,8.6747,7.8541,0.134,0.9546,1.8216,2.2435,1.3099,1.2874,1.7685,13820.0,13820.0
4,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,1190.0,True,AAPL,True,12.3416,9.0064,10.7352,3.3352,1.6064,5.1569,3.8499,5.2462,2.64,3.9319,15010.0,15010.0
5,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,10.8099,10.8099,10.8099,0.0,0.0,0.0,0.0,1.5105,1.5105,1.5105,0.0,0.0
5,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,9.012,9.012,9.012,0.0,0.0,0.0,0.0,3.5764,3.5764,3.5764,0.0,0.0
5,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,1750.0,True,VYM,True,10.4894,10.1851,10.3172,0.3043,0.1722,0.3043,0.1722,2.9864,2.8036,2.9425,1750.0,1750.0
5,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,690.0,True,PG,True,9.1722,9.3209,9.0493,-0.1487,0.1229,0.1556,0.2951,1.4044,1.3655,1.4293,2440.0,2440.0
5,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,9.4107,8.9905,9.3552,0.4202,0.0556,0.5758,0.3506,3.9822,3.5788,4.0043,2440.0,2440.0
6,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,13.8728,13.8728,13.8728,0.0,0.0,0.0,0.0,3.3618,3.3618,3.3618,0.0,0.0
6,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,9.6992,9.6992,9.6992,0.0,0.0,0.0,0.0,4.01,4.01,4.01,0.0,0.0
6,diversified_sleepy,low,3,174,sell,UNH,steep_decline,1580.0,True,VXUS,True,13.8698,13.4397,13.5807,0.43,0.2891,0.43,0.2891,4.7371,4.5753,4.6565,1580.0,1580.0
6,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,960.0,True,JPM,True,9.5124,9.3305,9.3582,0.1819,0.1542,0.612,0.4433,0.8515,0.7687,0.9162,2540.0,2540.0
6,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,11.6085,11.1467,11.533,0.4618,0.0755,1.0737,0.5187,4.1359,4.1012,4.1866,2540.0,2540.0
7,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,12.3816,12.3816,12.3816,0.0,0.0,0.0,0.0,2.2197,2.2197,2.2197,0.0,0.0
7,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,9.5699,9.5699,9.5699,0.0,0.0,0.0,0.0,4.1825,4.1825,4.1825,0.0,0.0
7,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,6130.0,True,VYM,True,12.5108,11.1092,11.9921,1.4016,0.5188,1.4016,0.5188,3.7618,3.1432,3.6451,6130.0,4511.84
7,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,4280.0,True,PG,True,8.3924,8.0782,7.8416,0.3142,0.5508,1.7158,1.0696,0.6547,0.7809,0.6751,10410.0,8791.84
7,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,1060.0,True,UNH,True,9.7517,7.9477,9.4381,1.804,0.3136,3.5199,1.3832,2.679,2.3864,2.9024,11470.0,9851.84
8,diversified_sleepy,high,1,124,buy_new,GOOGL,sector_underweight,1730.0,False,,False,13.3222,13.3222,13.3222,0.0,0.0,0.0,0.0,3.3052,3.3052,3.3052,0.0,0.0
8,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,8.8194,8.8194,8.8194,0.0,0.0,0.0,0.0,4.9383,4.9383,4.9383,0.0,0.0
8,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,2830.0,True,AAPL,True,14.7828,14.2162,14.4486,0.5666,0.3342,0.5666,0.3342,5.6263,5.3106,5.5651,2830.0,2830.0
8,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,1120.0,True,UNH,True,9.2466,9.3033,8.8959,-0.0568,0.3507,0.5099,0.6849,0.9945,0.988,0.9697,3950.0,3950.0
8,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,11.6193,10.849,11.1595,0.7703,0.4598,1.2802,1.1447,2.5997,2.2238,2.3908,3950.0,3950.0
9,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,10.1023,10.1023,10.1023,0.0,0.0,0.0,0.0,1.4146,1.4146,1.4146,0.0,0.0
9,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,9.4146,9.4146,9.4146,0.0,0.0,0.0,0.0,4.1216,4.1216,4.1216,0.0,0.0
9,diversified_sleepy,low,3,174,sell,UNH,steep_decline,830.0,True,JPM,True,11.871,11.6947,11.763,0.1763,0.1079,0.1763,0.1079,3.7411,3.6592,3.7298,830.0,830.0
9,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,590.0,True,UNH,True,9.6072,9.5956,9.5086,0.0117,0.0987,0.188,0.2066,0.7857,0.7493,0.7794,1420.0,1420.0
9,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,9.4335,9.236,9.3044,0.1974,0.1291,0.3854,0.3356,3.4342,3.4,3.5357,1420.0,1420.0
10,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,18.2576,18.2576,18.2576,0.0,0.0,0.0,0.0,3.7766,3.7766,3.7766,0.0,0.0
10,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,11.7492,11.7492,11.7492,0.0,0.0,0.0,0.0,3.9798,3.9798,3.9798,0.0,0.0
10,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,9210.0,True,GOOG,True,12.7059,10.2958,11.5071,2.4102,1.1988,2.4102,1.1988,2.6351,1.717,1.5626,9210.0,9210.0
10,diversified_sleepy,regular,4,199,buy_new,PG,reduce_concentration,9530.0,False,,False,12.6915,11.8388,11.1348,0.8527,1.5567,3.2628,2.7555,2.3833,2.049,2.2213,9210.0,9210.0
10,diversified_sleepy,regular,5,224,hold,,portfolio_healthy,0.0,False,,False,12.3088,11.2672,10.7077,1.0416,1.6011,4.3044,4.3566,3.5703,4.4759,2.9069,9210.0,9210.0
11,diversified_sleepy,high,1,124,buy_new,UNH,sector_underweight,11660.0,False,,False,13.1054,13.1054,13.1054,0.0,0.0,0.0,0.0,2.6999,2.6999,2.6999,0.0,0.0
11,diversified_sleepy,high,2,149,buy_new,UNH,sector_underweight,11530.0,False,,False,9.794,9.794,9.794,0.0,0.0,0.0,0.0,4.9768,4.9768,4.9768,0.0,0.0
11,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,5890.0,True,MSFT,True,16.1103,14.6166,14.6166,1.4937,1.4937,1.4937,1.4937,5.7208,5.0999,5.0999,5890.0,5890.0
11,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,2330.0,True,AAPL,True,9.2554,9.0473,8.839,0.2082,0.4165,1.7018,1.9101,0.7994,0.7853,0.7631,8220.0,8220.0
11,diversified_sleepy,high,5,224,buy_new,UNH,sector_underweight,11460.0,False,,False,15.9073,13.0923,13.4091,2.815,2.4982,4.5168,4.4083,9.1622,7.3935,7.6163,8220.0,8220.0
12,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,9.292,9.292,9.292,0.0,0.0,0.0,0.0,1.6582,1.6582,1.6582,0.0,0.0
12,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,9.9561,9.9561,9.9561,0.0,0.0,0.0,0.0,4.4502,4.4502,4.4502,0.0,0.0
12,diversified_sleepy,low,3,174,sell,MSFT,steep_decline,820.0,True,VYM,True,13.0504,12.8872,12.9576,0.1631,0.0928,0.1631,0.0928,4.0088,3.9226,3.9881,820.0,820.0
12,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,780.0,True,MSFT,True,11.1623,11.2658,11.161,-0.1035,0.0012,0.0596,0.094,0.7887,0.7805,0.7856,1600.0,1600.0
12,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,11.1203,10.8636,10.9674,0.2567,0.1529,0.3163,0.2469,4.6473,4.4605,4.5597,1600.0,1600.0
13,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,11.8984,11.8984,11.8984,0.0,0.0,0.0,0.0,3.3196,3.3196,3.3196,0.0,0.0
13,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,11.9563,11.9563,11.9563,0.0,0.0,0.0,0.0,6.6102,6.6102,6.6102,0.0,0.0
13,diversified_sleepy,regular,3,174,sell,MSFT,steep_decline,7970.0,True,SCHD,True,18.193,16.545,17.7461,1.6481,0.447,1.6481,0.447,5.7316,4.8426,5.5967,7970.0,7970.0
13,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,4210.0,True,SCHD,True,13.2003,13.8135,12.8627,-0.6132,0.3377,1.0349,0.7846,2.1559,2.2611,2.3256,12180.0,12180.0
13,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,1050.0,True,VXUS,True,13.9832,12.1798,13.4457,1.8034,0.5375,2.8382,1.3221,3.8966,3.214,3.7488,13230.0,13230.0
14,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,10.6997,10.6997,10.6997,0.0,0.0,0.0,0.0,2.9817,2.9817,2.9817,0.0,0.0
14,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,12.2099,12.2099,12.2099,0.0,0.0,0.0,0.0,7.2405,7.2405,7.2405,0.0,0.0
14,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,3430.0,True,MSFT,True,17.0949,16.4642,16.4642,0.6307,0.6307,0.6307,0.6307,4.8502,4.4648,4.4648,3430.0,3430.0
14,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,1360.0,True,VXUS,True,12.1298,11.9021,11.7568,0.2277,0.3729,0.8584,1.0037,1.9942,2.0377,1.9823,4790.0,4790.0
14,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,12.3565,11.373,11.5287,0.9836,0.8278,1.842,1.8315,3.8394,3.3652,3.4737,4790.0,4790.0
15,diversified_sleepy,low,1,124,buy_new,UNH,reduce_concentration,5240.0,False,,False,13.9105,13.9105,13.9105,0.0,0.0,0.0,0.0,4.1612,4.1612,4.1612,0.0,0.0
15,diversified_sleepy,low,2,149,buy_new,UNH,reduce_concentration,5380.0,False,,False,14.2567,14.2567,14.2567,0.0,0.0,0.0,0.0,9.0034,9.0034,9.0034,0.0,0.0
15,diversified_sleepy,low,3,174,buy_new,UNH,reduce_concentration,4990.0,False,,False,18.7858,18.7858,18.7858,0.0,0.0,0.0,0.0,4.5303,4.5303,4.5303,0.0,0.0
15,diversified_sleepy,low,4,199,buy_new,UNH,reduce_concentration,5390.0,False,,False,16.1874,16.1874,16.1874,0.0,0.0,0.0,0.0,3.4009,3.4009,3.4009,0.0,0.0
15,diversified_sleepy,low,5,224,buy_new,UNH,reduce_concentration,5670.0,False,,False,14.4419,14.4419,14.4419,0.0,0.0,0.0,0.0,3.533,3.533,3.533,0.0,0.0
16,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,12.7932,12.7932,12.7932,0.0,0.0,0.0,0.0,2.0688,2.0688,2.0688,0.0,0.0
16,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,10.5743,10.5743,10.5743,0.0,0.0,0.0,0.0,3.9323,3.9323,3.9323,0.0,0.0
16,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,6120.0,True,SCHD,True,11.2262,9.9902,10.8685,1.236,0.3577,1.236,0.3577,2.7833,2.3302,2.6872,6120.0,6120.0
16,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,3190.0,True,PG,True,8.9042,8.5662,8.429,0.338,0.4752,1.574,0.8329,1.5832,1.2882,1.7072,9310.0,9310.0
16,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,790.0,True,SCHD,True,8.9768,7.6185,8.6191,1.3583,0.3577,2.9323,1.1905,3.004,2.7672,3.0598,10100.0,10100.0
17,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,8.637,8.637,8.637,0.0,0.0,0.0,0.0,1.9897,1.9897,1.9897,0.0,0.0
17,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,9.4225,9.4225,9.4225,0.0,0.0,0.0,0.0,5.7214,5.7214,5.7214,0.0,0.0
17,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,2850.0,True,VXUS,True,15.8066,15.2248,15.164,0.5818,0.6426,0.5818,0.6426,5.6941,5.384,5.5503,2850.0,2850.0
17,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,1130.0,True,SCHD,True,12.4119,12.5906,11.9858,-0.1787,0.4261,0.4031,1.0687,1.4552,1.4889,1.398,3980.0,3980.0
17,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,12.8953,12.1411,12.8475,0.7543,0.0479,1.1574,1.1166,4.6261,3.9712,4.5891,3980.0,3980.0
18,diversified_sleepy,low,1,124,buy_new,UNH,sector_underweight,6660.0,False,,False,13.6796,13.6796,13.6796,0.0,0.0,0.0,0.0,3.443,3.443,3.443,0.0,0.0
18,diversified_sleepy,low,2,149,hold,,portfolio_caution,0.0,False,,False,13.3019,13.3019,13.3019,0.0,0.0,0.0,0.0,6.3643,6.3643,6.3643,0.0,0.0
18,diversified_sleepy,low,3,174,sell,MSFT,steep_decline,2000.0,True,MSFT,True,20.8986,20.4292,20.4292,0.4694,0.4694,0.4694,0.4694,6.876,6.6632,6.6632,2000.0,2000.0
18,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,1900.0,True,GOOG,True,14.2271,14.1456,13.6019,0.0815,0.6252,0.551,1.0946,1.4193,1.3549,1.3208,3900.0,3900.0
18,diversified_sleepy,low,5,224,buy_new,UNH,sector_underweight,6410.0,False,,False,18.36,17.2807,17.3858,1.0793,0.9742,1.6303,2.0688,9.5867,8.7706,9.0046,3900.0,3900.0
19,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,9.2539,9.2539,9.2539,0.0,0.0,0.0,0.0,1.207,1.207,1.207,0.0,0.0
19,diversified_sleepy,regular,2,149,buy_new,AMZN,reduce_concentration,10440.0,False,,False,9.792,9.792,9.792,0.0,0.0,0.0,0.0,5.1784,5.1784,5.1784,0.0,0.0
19,diversified_sleepy,regular,3,174,sell,MSFT,steep_decline,2900.0,True,VXUS,True,11.8944,11.4109,11.3375,0.4835,0.5569,0.4835,0.5569,4.3331,4.0298,4.1918,2900.0,2900.0
19,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,1530.0,True,PG,True,9.6719,9.9628,9.2131,-0.291,0.4588,0.1925,1.0157,1.0935,1.0865,1.0334,4430.0,4430.0
19,diversified_sleepy,regular,5,224,sell,MSFT,dead_weight,1530.0,True,MSFT,True,9.6049,9.0471,9.2967,0.5579,0.3082,0.7504,1.3239,3.2749,2.7245,3.057,5960.0,5960.0
20,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,13.0545,13.0545,13.0545,0.0,0.0,0.0,0.0,1.9502,1.9502,1.9502,0.0,0.0
20,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,10.1373,10.1373,10.1373,0.0,0.0,0.0,0.0,3.9937,3.9937,3.9937,0.0,0.0
20,diversified_sleepy,high,3,174,sell,MSFT,steep_decline,1620.0,True,VXUS,True,10.8897,10.6585,10.6996,0.2312,0.1901,0.2312,0.1901,2.0142,1.944,1.9341,1620.0,1620.0
20,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,640.0,True,SCHD,True,8.8637,8.9574,8.8227,-0.0937,0.041,0.1375,0.2311,1.4495,1.4133,1.5119,2260.0,2260.0
20,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,9.3166,9.005,9.2746,0.3117,0.042,0.4492,0.2731,3.4482,3.0731,3.4216,2260.0,2260.0
21,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,8.9469,8.9469,8.9469,0.0,0.0,0.0,0.0,1.1151,1.1151,1.1151,0.0,0.0
21,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,9.0979,9.0979,9.0979,0.0,0.0,0.0,0.0,4.5061,4.5061,4.5061,0.0,0.0
21,diversified_sleepy,low,3,174,sell,MSFT,steep_decline,1090.0,True,GOOG,True,11.3456,11.1445,11.1145,0.2011,0.2312,0.2011,0.2312,3.4487,3.334,3.3234,1090.0,1090.0
21,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,1040.0,True,MSFT,True,7.7914,7.8032,7.5601,-0.0118,0.2313,0.1893,0.4625,0.8562,0.8525,0.8445,2130.0,2130.0
21,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,8.114,7.6417,7.6647,0.4723,0.4493,0.6616,0.9118,3.1948,2.994,3.0089,2130.0,2130.0
22,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,11.5936,11.5936,11.5936,0.0,0.0,0.0,0.0,1.2768,1.2768,1.2768,0.0,0.0
22,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,9.6568,9.6568,9.6568,0.0,0.0,0.0,0.0,5.0563,5.0563,5.0563,0.0,0.0
22,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,3570.0,True,VYM,True,10.963,10.3584,10.5557,0.6046,0.4072,0.6046,0.4072,2.815,2.4703,2.7265,3570.0,3570.0
22,diversified_sleepy,regular,4,199,buy_new,JNJ,sector_underweight,3890.0,False,,False,9.6943,9.5962,9.4259,0.0981,0.2684,0.7027,0.6756,1.2668,1.2829,1.2267,3570.0,3570.0
22,diversified_sleepy,regular,5,224,buy_new,JNJ,sector_underweight,2960.0,False,,False,8.6314,8.1372,8.4928,0.4942,0.1386,1.1969,0.8142,2.2278,2.3507,2.1823,3570.0,3570.0
23,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,14.1135,14.1135,14.1135,0.0,0.0,0.0,0.0,1.5531,1.5531,1.5531,0.0,0.0
23,diversified_sleepy,high,2,149,buy_new,JNJ,sector_underweight,1620.0,False,,False,10.8562,10.8562,10.8562,0.0,0.0,0.0,0.0,3.8539,3.8539,3.8539,0.0,0.0
23,diversified_sleepy,high,3,174,sell,UNH,steep_decline,930.0,True,SCHD,True,10.6382,10.4649,10.5912,0.1733,0.047,0.1733,0.047,1.2657,1.2473,1.2499,930.0,930.0
23,diversified_sleepy,high,4,199,buy_new,JNJ,sector_underweight,1280.0,False,,False,12.5308,12.4883,12.47,0.0425,0.0608,0.2158,0.1078,2.0281,1.9943,2.0449,930.0,930.0
23,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,11.8063,11.7107,11.7634,0.0956,0.0429,0.3114,0.1507,3.6829,3.7849,3.6716,930.0,930.0
24,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,12.1729,12.1729,12.1729,0.0,0.0,0.0,0.0,3.5022,3.5022,3.5022,0.0,0.0
24,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,8.6773,8.6773,8.6773,0.0,0.0,0.0,0.0,3.6813,3.6813,3.6813,0.0,0.0
24,diversified_sleepy,low,3,174,sell,UNH,steep_decline,1240.0,True,JPM,True,12.5714,12.2577,12.4204,0.3137,0.1509,0.3137,0.1509,4.3314,4.2048,4.314,1240.0,1240.0
24,diversified_sleepy,low,4,199,sell,MSFT,steep_decline,1630.0,True,XOM,True,7.6305,7.3947,7.4749,0.2358,0.1556,0.5494,0.3066,0.863,0.7903,0.7938,2870.0,2870.0
24,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,10.9961,10.3063,10.9768,0.6898,0.0193,1.2392,0.3259,4.0736,3.9001,4.0302,2870.0,2870.0
25,diversified_sleepy,regular,1,124,hold,,portfolio_healthy,0.0,False,,False,10.7391,10.7391,10.7391,0.0,0.0,0.0,0.0,2.048,2.048,2.048,0.0,0.0
25,diversified_sleepy,regular,2,149,hold,,portfolio_healthy,0.0,False,,False,9.2193,9.2193,9.2193,0.0,0.0,0.0,0.0,4.496,4.496,4.496,0.0,0.0
25,diversified_sleepy,regular,3,174,sell,UNH,steep_decline,3670.0,True,PG,True,11.7945,11.1173,11.5289,0.6772,0.2656,0.6772,0.2656,3.3411,2.9676,3.1256,3670.0,3670.0
25,diversified_sleepy,regular,4,199,sell,MSFT,steep_decline,7530.0,True,MSFT,True,7.1395,6.7864,6.7691,0.3532,0.3704,1.0304,0.636,0.6873,0.7963,0.7148,11200.0,11200.0
25,diversified_sleepy,regular,5,224,sell,MSFT,steep_decline,1870.0,True,AAPL,True,9.9957,7.4236,8.052,2.5721,1.9437,3.6025,2.5796,3.8944,2.5971,2.6096,13070.0,13070.0
26,diversified_sleepy,high,1,124,hold,,portfolio_healthy,0.0,False,,False,10.2086,10.2086,10.2086,0.0,0.0,0.0,0.0,1.4359,1.4359,1.4359,0.0,0.0
26,diversified_sleepy,high,2,149,hold,,portfolio_healthy,0.0,False,,False,9.3883,9.3883,9.3883,0.0,0.0,0.0,0.0,3.7494,3.7494,3.7494,0.0,0.0
26,diversified_sleepy,high,3,174,sell,UNH,steep_decline,990.0,True,AAPL,True,11.0702,10.8652,10.9736,0.2051,0.0966,0.2051,0.0966,3.0667,2.9697,3.0463,990.0,990.0
26,diversified_sleepy,high,4,199,sell,MSFT,steep_decline,940.0,True,AAPL,True,8.9742,8.9565,8.8593,0.0177,0.1149,0.2227,0.2115,0.973,0.9169,1.0442,1930.0,1930.0
26,diversified_sleepy,high,5,224,hold,,portfolio_healthy,0.0,False,,False,9.2729,8.976,9.1006,0.2969,0.1723,0.5196,0.3837,4.305,4.23,4.0811,1930.0,1930.0
27,diversified_sleepy,low,1,124,hold,,portfolio_healthy,0.0,False,,False,12.314,12.314,12.314,0.0,0.0,0.0,0.0,1.5085,1.5085,1.5085,0.0,0.0
27,diversified_sleepy,low,2,149,hold,,portfolio_healthy,0.0,False,,False,10.9728,10.9728,10.9728,0.0,0.0,0.0,0.0,5.3844,5.3844,5.3844,0.0,0.0
27,diversified_sleepy,low,3,174,hold,,portfolio_healthy,0.0,False,,False,12.733,12.733,12.733,0.0,0.0,0.0,0.0,2.3104,2.3104,2.3104,0.0,0.0
27,diversified_sleepy,low,4,199,hold,,portfolio_healthy,0.0,False,,False,10.7746,10.7746,10.7746,0.0,0.0,0.0,0.0,1.4898,1.4898,1.4898,0.0,0.0
27,diversified_sleepy,low,5,224,hold,,portfolio_healthy,0.0,False,,False,10.5767,10.5767,10.5767,0.0,0.0,0.0,0.0,2.8673,2.8673,2.8673,0.0,0.0
